epoch,train_loss,train_accuracy,train_loss_itc,train_loss_igt,train_loss_itm,train_loss_answer,val_loss,val_accuracy,val_loss_itc,val_loss_igt,val_loss_itm,val_loss_answer
0,6.513968467712402,0.5044367909431458,4.350437164306641,11.155272483825684,0.7031177282333374,0.7035685777664185,4.729864597320557,0.4794921875,2.59175181388855,11.094964981079102,0.6965305805206299,0.7026654481887817
1,3.6654212474823,0.517170250415802,1.5278055667877197,11.138154983520508,0.7032628655433655,0.6980001330375671,3.2241764068603516,0.53564453125,1.1021021604537964,11.074389457702637,0.6957144737243652,0.6957498788833618
2,3.1603777408599854,0.5279273390769958,1.0294073820114136,11.171165466308594,0.699422299861908,0.6975629925727844,3.1768436431884766,0.5048828125,1.0466110706329346,11.064499855041504,0.6949968338012695,0.7002197504043579
3,3.1049482822418213,0.5381472706794739,0.9867470264434814,11.173094749450684,0.6982083916664124,0.6920395493507385,3.119811534881592,0.5322265625,1.0135259628295898,11.154248237609863,0.6950759887695312,0.6882370710372925
4,3.075584888458252,0.544467568397522,0.9664673209190369,11.178417205810547,0.69657963514328,0.6885116100311279,3.113772392272949,0.53955078125,1.0064680576324463,11.105867385864258,0.6937699317932129,0.6894079446792603
5,3.0576956272125244,0.5630968809127808,0.9589105248451233,11.15476131439209,0.6961863040924072,0.683620035648346,3.08944034576416,0.54345703125,0.9877569675445557,11.094207763671875,0.693601131439209,0.6866891384124756
6,3.03757905960083,0.5798758268356323,0.9568397402763367,11.115211486816406,0.6946223378181458,0.6755012273788452,3.12282133102417,0.513671875,0.9901123046875,11.121115684509277,0.6923093795776367,0.7028523087501526
7,3.007887840270996,0.5970858931541443,0.9446102976799011,11.153690338134766,0.6913264393806458,0.6684779524803162,3.0508382320404053,0.580078125,0.9662559032440186,11.12166976928711,0.6848142147064209,0.6825422048568726
8,2.9622137546539307,0.6162059307098389,0.9472969770431519,11.133668899536133,0.6728829145431519,0.6535484790802002,3.0266904830932617,0.556640625,0.9593330025672913,11.073708534240723,0.6576308012008667,0.6875230073928833
9,2.884434938430786,0.621889591217041,0.9455590844154358,11.179838180541992,0.6099292039871216,0.6470406651496887,2.9736602306365967,0.56640625,0.9650763273239136,11.1173095703125,0.5971198081970215,0.6883949637413025
10,2.801497459411621,0.6516938209533691,0.94899982213974,11.200761795043945,0.5549867153167725,0.6313323378562927,3.0059762001037598,0.55078125,0.9554636478424072,11.16326904296875,0.6143880486488342,0.7007244229316711
11,2.7715885639190674,0.6583059430122375,0.9454877376556396,11.209207534790039,0.5434203743934631,0.6239214539527893,2.9966979026794434,0.556640625,0.9651015400886536,11.188438415527344,0.6039345860481262,0.6964873671531677
12,2.7183711528778076,0.6834942698478699,0.944185197353363,11.221487045288086,0.5329246520996094,0.6032126545906067,2.911339282989502,0.58447265625,0.9667083024978638,11.157064437866211,0.5410608053207397,0.6844373345375061
13,2.673736333847046,0.6994641423225403,0.9414283037185669,11.23154354095459,0.5281586050987244,0.584674596786499,2.9062538146972656,0.60107421875,0.9594131708145142,11.212996482849121,0.5462433099746704,0.6829386949539185
14,2.637186050415039,0.7230475544929504,0.9416443705558777,11.241125106811523,0.5257533192634583,0.5674941539764404,2.9221928119659424,0.58642578125,0.9573220014572144,11.188220024108887,0.5436152219772339,0.6932704448699951
15,2.5863540172576904,0.7471880316734314,0.9462031722068787,11.242877006530762,0.5230462551116943,0.5411514639854431,2.9119439125061035,0.6337890625,0.9677830338478088,11.20067024230957,0.5369718670845032,0.6862467527389526
16,2.5451436042785645,0.768012523651123,0.9408546686172485,11.235433578491211,0.5187237858772278,0.5253880620002747,2.9511406421661377,0.58935546875,0.9806054830551147,11.201440811157227,0.5234535336494446,0.7061668634414673
17,2.5092647075653076,0.7752281427383423,0.9424742460250854,11.236660957336426,0.5197209715843201,0.5061217546463013,2.8548390865325928,0.61083984375,0.9563097953796387,11.218260765075684,0.5228744745254517,0.6704431772232056
18,2.4438722133636475,0.8065179586410522,0.9381220936775208,11.272740364074707,0.5166290402412415,0.4771587550640106,2.886521577835083,0.6337890625,0.9552916288375854,11.215107917785645,0.5275334119796753,0.6844941973686218
19,2.385680675506592,0.8341137170791626,0.9384109377861023,11.256662368774414,0.5157058835029602,0.4483713209629059,2.919166088104248,0.65478515625,0.9809654951095581,11.200502395629883,0.525962769985199,0.6887660026550293
20,2.340775728225708,0.8458324670791626,0.932798445224762,11.267136573791504,0.5125928521156311,0.43029361963272095,2.8102502822875977,0.64697265625,0.9516549110412598,11.194069862365723,0.5181196331977844,0.652857780456543
21,2.3134751319885254,0.8571599125862122,0.9362241625785828,11.289538383483887,0.5120113492012024,0.4152206778526306,2.7689342498779297,0.66650390625,0.9518844485282898,11.217260360717773,0.5204889178276062,0.6309199929237366
22,2.2922379970550537,0.8642959594726562,0.9335021376609802,11.277902603149414,0.513942539691925,0.40499550104141235,2.8338558673858643,0.662109375,0.9529803991317749,11.229558944702148,0.5304815769195557,0.6578510999679565
23,2.2356560230255127,0.8868182301521301,0.9307920336723328,11.286869049072266,0.5132141709327698,0.37842971086502075,2.842533826828003,0.66650390625,0.9558929800987244,11.218160629272461,0.5343623757362366,0.6587885618209839
24,2.2038581371307373,0.8968988656997681,0.9320462346076965,11.28165054321289,0.5124803185462952,0.3622753322124481,2.7681517601013184,0.671875,0.9480629563331604,11.212538719177246,0.5221588611602783,0.6316038370132446
25,2.187041997909546,0.9023768901824951,0.933050811290741,11.274896621704102,0.5119415521621704,0.3536376357078552,2.783844232559204,0.67041015625,0.9436100125312805,11.195906639099121,0.5198947191238403,0.6428072452545166
26,2.149448871612549,0.9144272208213806,0.9279641509056091,11.294583320617676,0.5097721219062805,0.3384730815887451,2.809720754623413,0.669921875,0.9414635300636292,11.254868507385254,0.5157631635665894,0.6588939428329468
27,2.145814895629883,0.9207608103752136,0.9314698576927185,11.289913177490234,0.5130513906478882,0.33326321840286255,2.8116979598999023,0.6640625,0.9396146535873413,11.203879356384277,0.5261919498443604,0.6555997133255005
28,2.1123921871185303,0.928208589553833,0.929861843585968,11.310537338256836,0.5129640698432922,0.3174079358577728,2.7659270763397217,0.68603515625,0.9407177567481995,11.234119415283203,0.519427478313446,0.6355458498001099
29,2.1083524227142334,0.9257215857505798,0.9281794428825378,11.295961380004883,0.5103521943092346,0.31754201650619507,2.76446795463562,0.677734375,0.9396026134490967,11.240922927856445,0.5169730186462402,0.6366032958030701
30,2.078913927078247,0.9373275637626648,0.9266394972801208,11.309490203857422,0.5088272094726562,0.3043520152568817,2.7817673683166504,0.67333984375,0.9408773183822632,11.225770950317383,0.5134666562080383,0.6463611125946045
31,2.0665743350982666,0.9403384923934937,0.9248122572898865,11.330792427062988,0.510165274143219,0.29842543601989746,2.7468597888946533,0.68994140625,0.9348058104515076,11.23721694946289,0.5169470310211182,0.6302105188369751
32,2.095228433609009,0.9341972470283508,0.9290100932121277,11.313179016113281,0.5118126273155212,0.30983373522758484,2.7851972579956055,0.67919921875,0.9377632737159729,11.199379920959473,0.5174595713615417,0.6476334929466248
