epoch,train_loss,train_accuracy,train_loss_itc,train_loss_igt,train_loss_itm,train_loss_answer,val_loss,val_accuracy,val_loss_itc,val_loss_igt,val_loss_itm,val_loss_answer
0,7.621461868286133,0.5069881081581116,5.538134574890137,11.660270690917969,0.6909318566322327,0.6961966753005981,7.345692157745361,0.49531251192092896,5.4048171043396,11.386269569396973,0.5527843832969666,0.6940452456474304
1,7.260870933532715,0.5058601498603821,5.470620155334473,11.749998092651367,0.39771926403045654,0.6962660551071167,6.933145523071289,0.46357423067092896,5.243167877197266,11.899200439453125,0.29792657494544983,0.6960258483886719
2,6.7773756980896,0.522146999835968,5.148232936859131,11.815620422363281,0.24155089259147644,0.6937962174415588,6.493508338928223,0.5157226324081421,4.849485874176025,11.796748161315918,0.2537350058555603,0.6951437592506409
3,6.403653621673584,0.5198835134506226,4.783416271209717,11.901527404785156,0.23439079523086548,0.6929232478141785,6.183960437774658,0.4940429627895355,4.5531158447265625,11.929418563842773,0.24256807565689087,0.69413822889328
4,6.123805046081543,0.5427015423774719,4.510756492614746,12.027982711791992,0.23093710839748383,0.6910555362701416,6.038681507110596,0.541015625,4.4241251945495605,12.135381698608398,0.23262225091457367,0.6909671425819397
5,5.9379048347473145,0.5429110527038574,4.328168869018555,12.107338905334473,0.229780375957489,0.6899777054786682,5.858281135559082,0.5536133050918579,4.25205135345459,12.20685863494873,0.23063907027244568,0.6877954602241516
6,5.797046184539795,0.5545310974121094,4.194950103759766,12.192418098449707,0.22897979617118835,0.6865580081939697,5.7841081619262695,0.563671886920929,4.1833882331848145,12.19961166381836,0.22888880968093872,0.6859158277511597
7,5.680197238922119,0.5536065697669983,4.082334041595459,12.281220436096191,0.22792194783687592,0.6849707365036011,5.736354351043701,0.536914050579071,4.126428604125977,12.264376640319824,0.22739258408546448,0.6912664771080017
8,5.601534843444824,0.558273434638977,4.003955364227295,12.384164810180664,0.22738197445869446,0.6850990056991577,5.663797855377197,0.549609363079071,4.057210445404053,12.566969871520996,0.22972427308559418,0.6884317994117737
9,5.518313884735107,0.5668313503265381,3.93001389503479,12.478384971618652,0.22705768048763275,0.6806215643882751,5.600793838500977,0.560546875,4.004929542541504,12.63983154296875,0.22761744260787964,0.6841234564781189
10,5.43694543838501,0.5825307369232178,3.854187250137329,12.519213676452637,0.22698770463466644,0.6778853535652161,5.596238613128662,0.5416015386581421,3.9875082969665527,12.627861022949219,0.22688359022140503,0.6909233331680298
11,5.3718461990356445,0.5908320546150208,3.7949469089508057,12.548562049865723,0.2268165647983551,0.6750413775444031,5.540498733520508,0.5682617425918579,3.9449710845947266,12.658870697021484,0.22784942388534546,0.6838387846946716
12,5.3179850578308105,0.5976835489273071,3.750727415084839,12.582574844360352,0.22654908895492554,0.6703542470932007,5.51041841506958,0.590527355670929,3.9205451011657715,12.66634750366211,0.22662924230098724,0.6816220879554749
13,5.262007713317871,0.6025978922843933,3.7016043663024902,12.622132301330566,0.22657610476016998,0.6669135093688965,5.475865840911865,0.5787109136581421,3.8930680751800537,12.768357276916504,0.22633147239685059,0.67823326587677
14,5.193104267120361,0.614957332611084,3.645124912261963,12.659736633300781,0.22650973498821259,0.6607347130775452,5.440164566040039,0.5990234613418579,3.875685691833496,12.842692375183105,0.22649280726909637,0.6689932346343994
15,5.1367597579956055,0.6309664249420166,3.604841709136963,12.699492454528809,0.22624830901622772,0.6528347730636597,5.425304889678955,0.58154296875,3.839844226837158,12.820128440856934,0.22656168043613434,0.6794495582580566
16,5.081267833709717,0.6337537169456482,3.55969500541687,12.71969223022461,0.2261563390493393,0.6477081775665283,5.411280632019043,0.598437488079071,3.842681407928467,12.896961212158203,0.22578269243240356,0.6714083552360535
17,5.023710250854492,0.646375834941864,3.5211009979248047,12.777099609375,0.22599242627620697,0.6383083462715149,5.380850791931152,0.59375,3.8129043579101562,12.951470375061035,0.22579726576805115,0.6710747480392456
18,4.979981899261475,0.6545345187187195,3.4895377159118652,12.804179191589355,0.2261521965265274,0.6321459412574768,5.339144229888916,0.612500011920929,3.8008341789245605,12.922067642211914,0.2258850336074829,0.6562126278877258
19,4.91896390914917,0.670558750629425,3.449554920196533,12.851494789123535,0.2261512130498886,0.6216292977333069,5.335168361663818,0.61865234375,3.7863287925720215,13.02020263671875,0.22562068700790405,0.6616095304489136
20,4.862607955932617,0.686651349067688,3.409527063369751,12.827290534973145,0.2259179651737213,0.6135814189910889,5.389094352722168,0.59423828125,3.8003790378570557,13.015751838684082,0.2252136915922165,0.6817505359649658
21,4.83164119720459,0.6841676235198975,3.3821451663970947,12.83442211151123,0.2258739322423935,0.6118112802505493,5.328415393829346,0.6314452886581421,3.7861721515655518,13.125677108764648,0.2254272699356079,0.6584081053733826
22,4.7854390144348145,0.697340726852417,3.3679356575012207,12.876028060913086,0.22602421045303345,0.5957393050193787,5.311491012573242,0.6412109136581421,3.785494565963745,13.114937782287598,0.22568774223327637,0.6501543521881104
23,4.747067928314209,0.698207676410675,3.336423397064209,12.87462043762207,0.22596868872642517,0.5923376679420471,5.29426908493042,0.650195300579071,3.7781763076782227,13.095739364624023,0.22575902938842773,0.6451669335365295
24,4.664214611053467,0.7229993343353271,3.2949957847595215,12.906540870666504,0.22587528824806213,0.5716719031333923,5.3088531494140625,0.6297851800918579,3.766903877258301,13.060596466064453,0.22573727369308472,0.6581063866615295
25,4.655292510986328,0.731904923915863,3.288552761077881,12.915632247924805,0.2257981151342392,0.5704708099365234,5.3229475021362305,0.6332031488418579,3.7504940032958984,13.065444946289062,0.22527998685836792,0.6735865473747253
